               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,            0.028434,            0.011143,            0.032774,             0.75895,                   1,             0.95354,              0.7552,           0.0055664,           0.0030806,           0.0058952,            0.001981,            0.001981,            0.001981
                  79,            0.029566,            0.012563,            0.029282,             0.79549,                   1,             0.97438,              0.7551,             0.00643,            0.003234,           0.0058021,            0.002278,            0.002278,            0.002278
                  83,            0.026688,            0.010416,            0.027736,             0.76643,                   1,               0.995,             0.78853,           0.0059135,           0.0030695,           0.0058552,            0.001882,            0.001882,            0.001882
                  80,            0.024446,            0.010691,             0.02774,              0.7847,                   1,             0.93292,              0.7276,           0.0056341,           0.0032005,           0.0057949,            0.002179,            0.002179,            0.002179
                  84,            0.022701,           0.0098672,            0.027896,             0.76597,                   1,               0.995,             0.76992,           0.0050986,           0.0030314,           0.0056906,            0.001783,            0.001783,            0.001783
                  81,            0.025068,            0.011249,            0.025479,             0.76341,                   1,             0.92031,             0.68111,           0.0055344,           0.0031733,           0.0057076,             0.00208,             0.00208,             0.00208
                  85,            0.026359,            0.012264,            0.029574,             0.75798,                   1,               0.995,             0.76433,           0.0049927,           0.0029672,           0.0057072,            0.001684,            0.001684,            0.001684
                  82,            0.028434,            0.011143,            0.032774,             0.75895,                   1,             0.95354,              0.7552,           0.0055664,           0.0030806,           0.0058952,            0.001981,            0.001981,            0.001981
                  86,            0.023925,            0.010669,            0.024939,             0.75518,                   1,             0.95354,             0.73878,           0.0052264,           0.0029934,           0.0058811,            0.001585,            0.001585,            0.001585
                  83,            0.026688,            0.010416,            0.027736,             0.76643,                   1,               0.995,             0.78853,           0.0059135,           0.0030695,           0.0058552,            0.001882,            0.001882,            0.001882
                  87,            0.027567,            0.010746,            0.031905,             0.75981,                   1,             0.93292,             0.74913,           0.0053521,           0.0030384,           0.0057963,            0.001486,            0.001486,            0.001486
                  84,            0.022701,           0.0098672,            0.027896,             0.76597,                   1,               0.995,             0.76992,           0.0050986,           0.0030314,           0.0056906,            0.001783,            0.001783,            0.001783
                  88,            0.027299,            0.011551,            0.029438,              0.7524,                   1,             0.94125,             0.76541,           0.0055905,           0.0029917,           0.0056551,            0.001387,            0.001387,            0.001387
                  85,            0.026359,            0.012264,            0.029574,             0.75798,                   1,               0.995,             0.76433,           0.0049927,           0.0029672,           0.0057072,            0.001684,            0.001684,            0.001684
                  89,            0.023001,            0.009768,            0.026751,             0.74971,                   1,             0.93292,             0.78617,           0.0052763,           0.0029731,           0.0055049,            0.001288,            0.001288,            0.001288
                  86,            0.023925,            0.010669,            0.024939,             0.75518,                   1,             0.95354,             0.73878,           0.0052264,           0.0029934,           0.0058811,            0.001585,            0.001585,            0.001585
                  90,            0.028123,            0.011594,             0.02843,             0.75217,                   1,             0.93292,             0.73944,           0.0053321,           0.0029255,           0.0054507,            0.001189,            0.001189,            0.001189
                  87,            0.027567,            0.010746,            0.031905,             0.75981,                   1,             0.93292,             0.74913,           0.0053521,           0.0030384,           0.0057963,            0.001486,            0.001486,            0.001486
                  91,            0.025081,            0.010069,            0.031178,             0.75921,                   1,             0.93292,             0.74088,           0.0050758,           0.0029576,           0.0053219,             0.00109,             0.00109,             0.00109
                  88,            0.027299,            0.011551,            0.029438,              0.7524,                   1,             0.94125,             0.76541,           0.0055905,           0.0029917,           0.0056551,            0.001387,            0.001387,            0.001387
                  92,             0.02388,            0.010686,            0.026898,             0.77051,                   1,             0.96188,             0.74947,           0.0054328,           0.0031572,           0.0049573,            0.000991,            0.000991,            0.000991
                  89,            0.023001,            0.009768,            0.026751,             0.74971,                   1,             0.93292,             0.78617,           0.0052763,           0.0029731,           0.0055049,            0.001288,            0.001288,            0.001288
                  93,            0.025076,              0.0108,            0.031706,             0.77267,                   1,             0.97438,             0.79673,            0.004884,           0.0031786,           0.0049198,            0.000892,            0.000892,            0.000892
                  90,            0.028123,            0.011594,             0.02843,             0.75217,                   1,             0.93292,             0.73944,           0.0053321,           0.0029255,           0.0054507,            0.001189,            0.001189,            0.001189
                  94,            0.025489,            0.011531,            0.029577,             0.77692,                   1,             0.96188,             0.73261,           0.0055157,           0.0031155,           0.0049762,            0.000793,            0.000793,            0.000793
                  91,            0.025081,            0.010069,            0.031178,             0.75921,                   1,             0.93292,             0.74088,           0.0050758,           0.0029576,           0.0053219,             0.00109,             0.00109,             0.00109
                  95,            0.024681,            0.011602,            0.027503,             0.77842,                   1,             0.96188,             0.74356,           0.0055588,           0.0030142,           0.0050135,            0.000694,            0.000694,            0.000694
                  92,             0.02388,            0.010686,            0.026898,             0.77051,                   1,             0.96188,             0.74947,           0.0054328,           0.0031572,           0.0049573,            0.000991,            0.000991,            0.000991
                  96,             0.02467,            0.010633,            0.026204,             0.78117,                   1,             0.94125,             0.78185,           0.0054688,           0.0030541,           0.0050699,            0.000595,            0.000595,            0.000595
                  93,            0.025076,              0.0108,            0.031706,             0.77267,                   1,             0.97438,             0.79673,            0.004884,           0.0031786,           0.0049198,            0.000892,            0.000892,            0.000892
                  97,            0.025596,            0.012352,            0.026755,               0.777,                   1,             0.94125,             0.75705,           0.0055575,           0.0029751,           0.0050647,            0.000496,            0.000496,            0.000496
                  94,            0.025489,            0.011531,            0.029577,             0.77692,                   1,             0.96188,             0.73261,           0.0055157,           0.0031155,           0.0049762,            0.000793,            0.000793,            0.000793
                  98,            0.020819,            0.010003,            0.028555,             0.77874,                   1,             0.96188,             0.81187,           0.0051808,           0.0029512,           0.0049987,            0.000397,            0.000397,            0.000397
                  95,            0.024681,            0.011602,            0.027503,             0.77842,                   1,             0.96188,             0.74356,           0.0055588,           0.0030142,           0.0050135,            0.000694,            0.000694,            0.000694
                  99,            0.020207,            0.010975,            0.025456,             0.78103,                   1,             0.96188,              0.7625,           0.0057682,           0.0030025,           0.0049744,            0.000298,            0.000298,            0.000298
                  96,             0.02467,            0.010633,            0.026204,             0.78117,                   1,             0.94125,             0.78185,           0.0054688,           0.0030541,           0.0050699,            0.000595,            0.000595,            0.000595
                  97,            0.025596,            0.012352,            0.026755,               0.777,                   1,             0.94125,             0.75705,           0.0055575,           0.0029751,           0.0050647,            0.000496,            0.000496,            0.000496
                  98,            0.020819,            0.010003,            0.028555,             0.77874,                   1,             0.96188,             0.81187,           0.0051808,           0.0029512,           0.0049987,            0.000397,            0.000397,            0.000397
                  99,            0.020207,            0.010975,            0.025456,             0.78103,                   1,             0.96188,              0.7625,           0.0057682,           0.0030025,           0.0049744,            0.000298,            0.000298,            0.000298
